shipment_id,origin_port,destination_port,carrier_name,carrier_reliability,etd,eta,month,day_of_week,transit_days,container_type,risk_flag,base_delay_rate,seasonal_factor,weekday_factor,delay_probability,will_delay,delay_hours,delay_category
TRAIN-00279,New York,Rotterdam,EVERGREEN,0.86,2025-01-08T11:19:13.129925,2025-01-19T11:19:13.129925,1,2,11,45HC,False,0.18,0.05,0.0,0.27,False,0,on_time
TRAIN-00280,Busan,Los Angeles,EVERGREEN,0.86,2025-09-24T11:19:13.129931,2025-10-06T11:19:13.129931,9,2,12,20GP,True,0.14,0.08,0.0,0.26,True,33,delayed
TRAIN-00281,Los Angeles,Hamburg,EVERGREEN,0.86,2025-04-18T11:19:13.129940,2025-05-12T11:19:13.129940,4,4,24,40HC,False,0.35,0.02,0.03,0.44,False,0,on_time
TRAIN-00282,Busan,Los Angeles,MAERSK,0.92,2025-10-17T11:19:13.129946,2025-10-29T11:19:13.129946,10,4,12,40GP,False,0.14,0.12,0.03,0.24,True,33,delayed
TRAIN-00283,Shanghai,Hamburg,MSC,0.88,2025-07-18T11:19:13.129951,2025-08-23T11:19:13.129951,7,4,36,20GP,False,0.28,0.03,0.03,0.34,False,0,on_time
TRAIN-00284,Hong Kong,Singapore,MSC,0.88,2025-12-21T11:19:13.129956,2025-12-26T11:19:13.129956,12,6,5,40GP,False,0.07,0.08,0.05,0.2,False,0,on_time
TRAIN-00285,Shanghai,Los Angeles,MSC,0.88,2025-01-26T11:19:13.129962,2025-02-09T11:19:13.129962,1,6,14,40GP,False,0.15,0.05,0.05,0.25,False,0,on_time
TRAIN-00286,Yantian,Felixstowe,HAPAG-LLOYD,0.91,2025-07-29T11:19:13.129967,2025-09-05T11:19:13.129967,7,1,38,20GP,True,0.3,0.03,0.01,0.31,True,38,delayed
TRAIN-00287,Shanghai,Los Angeles,CMA CGM,0.85,2025-06-09T11:19:13.129973,2025-06-23T11:19:13.129973,6,0,14,45HC,True,0.15,0.0,0.02,0.2,True,38,delayed
TRAIN-00288,Shanghai,Singapore,EVERGREEN,0.86,2025-01-05T11:19:13.129978,2025-01-12T11:19:13.129978,1,6,7,40GP,False,0.08,0.05,0.05,0.458,False,0,on_time
TRAIN-00289,Hong Kong,Singapore,EVERGREEN,0.86,2025-03-20T11:19:13.129984,2025-03-25T11:19:13.129984,3,3,5,40HC,False,0.07,0.1,0.01,0.22,False,0,on_time
TRAIN-00290,Shanghai,Hamburg,MSC,0.88,2025-04-27T11:19:13.129989,2025-06-02T11:19:13.129989,4,6,36,40GP,True,0.28,0.02,0.05,0.35,True,25,delayed
TRAIN-00291,Yantian,Felixstowe,MSC,0.88,2025-01-17T11:19:13.129995,2025-02-24T11:19:13.129995,1,4,38,20GP,False,0.3,0.05,0.03,0.38,False,0,on_time
TRAIN-00292,Yantian,Seattle,ONE,0.87,2025-04-10T11:19:13.130000,2025-04-23T11:19:13.130000,4,3,13,45HC,False,0.12,0.02,0.01,0.448,True,24,delayed
TRAIN-00293,Singapore,Jakarta,HAPAG-LLOYD,0.91,2025-10-29T11:19:13.130006,2025-11-02T11:19:13.130006,10,2,4,20GP,False,0.1,0.12,0.0,0.19,True,24,delayed
TRAIN-00294,New York,Rotterdam,EVERGREEN,0.86,2025-11-07T11:19:13.130011,2025-11-18T11:19:13.130011,11,4,11,45HC,False,0.18,0.1,0.03,0.35,False,0,on_time
TRAIN-00295,Shanghai,Rotterdam,HMM,0.84,2025-04-30T11:19:13.130017,2025-06-04T11:19:13.130017,4,2,35,40HC,False,0.25,0.02,0.0,0.528,False,0,on_time
TRAIN-00296,Shanghai,Singapore,HMM,0.84,2025-04-18T11:19:13.130022,2025-04-25T11:19:13.130022,4,4,7,40GP,False,0.08,0.02,0.03,0.446,False,0,on_time
TRAIN-00297,Port Klang,Le Havre,MSC,0.88,2025-08-01T11:19:13.130033,2025-09-04T11:19:13.130033,8,4,34,40GP,False,0.26,0.05,0.03,0.34,False,0,on_time
TRAIN-00298,Yantian,Felixstowe,HMM,0.84,2025-01-28T11:19:13.130039,2025-03-07T11:19:13.130039,1,1,38,45HC,True,0.3,0.05,0.01,0.41,True,85,delayed
TRAIN-00299,Shanghai,Long Beach,EVERGREEN,0.86,2025-04-23T11:19:13.130044,2025-05-08T11:19:13.130044,4,2,15,20GP,False,0.18,0.02,0.0,0.24,False,0,on_time
TRAIN-00300,Yantian,Seattle,EVERGREEN,0.86,2025-05-12T11:19:13.130060,2025-05-25T11:19:13.130060,5,0,13,40GP,False,0.12,0.0,0.02,0.18,False,0,on_time
TRAIN-00301,Shanghai,Hamburg,HMM,0.84,2025-06-12T11:19:13.130070,2025-07-18T11:19:13.130070,6,3,36,45HC,True,0.28,0.0,0.01,0.503,True,24,delayed
TRAIN-00302,Singapore,Rotterdam,HAPAG-LLOYD,0.91,2025-02-08T11:19:13.130080,2025-03-12T11:19:13.130080,2,5,32,40GP,False,0.22,0.15,0.05,0.39,False,0,on_time
TRAIN-00303,Yantian,Seattle,MSC,0.88,2025-12-14T11:19:13.130087,2025-12-27T11:19:13.130087,12,6,13,20GP,True,0.12,0.08,0.05,0.25,True,34,delayed
TRAIN-00304,New York,Rotterdam,EVERGREEN,0.86,2025-12-08T11:19:13.130097,2025-12-19T11:19:13.130097,12,0,11,40HC,True,0.18,0.08,0.02,0.32,True,24,delayed
TRAIN-00305,Ningbo,Long Beach,CMA CGM,0.85,2025-02-28T11:19:13.130105,2025-03-16T11:19:13.130105,2,4,16,40HC,False,0.2,0.15,0.03,0.41,False,0,on_time
TRAIN-00306,Yantian,Felixstowe,CMA CGM,0.85,2025-04-23T11:19:13.130125,2025-05-31T11:19:13.130125,4,2,38,40GP,False,0.3,0.02,0.0,0.35,False,0,on_time
TRAIN-00307,Hong Kong,Singapore,EVERGREEN,0.86,2025-12-03T11:19:13.130132,2025-12-08T11:19:13.130132,12,2,5,40GP,False,0.07,0.08,0.0,0.19,False,0,on_time
TRAIN-00308,Yantian,Seattle,ONE,0.87,2025-04-26T11:19:13.130139,2025-05-09T11:19:13.130139,4,5,13,40HC,False,0.12,0.02,0.05,0.21,False,0,on_time
TRAIN-00309,Shanghai,Singapore,HMM,0.84,2025-07-04T11:19:13.130147,2025-07-11T11:19:13.130147,7,4,7,45HC,False,0.08,0.03,0.03,0.19,False,0,on_time
TRAIN-00310,Singapore,Jakarta,MSC,0.88,2025-03-30T11:19:13.130153,2025-04-03T11:19:13.130153,3,6,4,20GP,True,0.1,0.1,0.05,0.25,True,51,delayed
TRAIN-00311,Shanghai,Long Beach,MSC,0.88,2025-08-02T11:19:13.130160,2025-08-17T11:19:13.130160,8,5,15,40GP,True,0.18,0.05,0.05,0.28,True,24,delayed
TRAIN-00312,Port Klang,Le Havre,COSCO,0.9,2025-04-26T11:19:13.130167,2025-05-30T11:19:13.130167,4,5,34,40HC,False,0.26,0.02,0.05,0.59,True,109,delayed
TRAIN-00313,Port Klang,Le Havre,MAERSK,0.92,2025-11-23T11:19:13.130175,2025-12-27T11:19:13.130175,11,6,34,20GP,False,0.26,0.1,0.05,0.36,False,0,on_time
TRAIN-00314,Shanghai,Hamburg,MAERSK,0.92,2025-09-10T11:19:13.130182,2025-10-16T11:19:13.130182,9,2,36,45HC,False,0.28,0.08,0.0,0.31,False,0,on_time
TRAIN-00315,Singapore,Rotterdam,HMM,0.84,2025-03-18T11:19:13.130189,2025-04-19T11:19:13.130189,3,1,32,40GP,False,0.22,0.1,0.01,0.38,False,0,on_time
TRAIN-00316,Singapore,Jakarta,MAERSK,0.92,2025-06-16T11:19:13.130196,2025-06-20T11:19:13.130196,6,0,4,40HC,False,0.1,0.0,0.02,0.07,False,0,on_time
TRAIN-00317,Shanghai,Long Beach,MSC,0.88,2025-08-17T11:19:13.130203,2025-09-01T11:19:13.130203,8,6,15,40GP,False,0.18,0.05,0.05,0.28,False,0,on_time
TRAIN-00318,Hong Kong,Singapore,HAPAG-LLOYD,0.91,2025-09-19T11:19:13.130210,2025-09-24T11:19:13.130210,9,4,5,45HC,False,0.07,0.08,0.03,0.15,False,0,on_time
TRAIN-00319,Port Klang,Le Havre,EVERGREEN,0.86,2025-07-19T11:19:13.130217,2025-08-22T11:19:13.130217,7,5,34,20GP,True,0.26,0.03,0.05,0.38,True,24,delayed
TRAIN-00320,Yantian,Seattle,COSCO,0.9,2025-08-16T11:19:13.130224,2025-08-29T11:19:13.130224,8,5,13,40GP,False,0.12,0.05,0.05,0.2,False,0,on_time
TRAIN-00321,Shanghai,Long Beach,ONE,0.87,2025-11-13T11:19:13.130231,2025-11-28T11:19:13.130231,11,3,15,20GP,False,0.18,0.1,0.01,0.464,False,0,on_time
TRAIN-00322,Ningbo,Long Beach,COSCO,0.9,2025-02-09T11:19:13.130238,2025-02-25T11:19:13.130238,2,6,16,45HC,False,0.2,0.15,0.05,0.38,False,0,on_time
TRAIN-00323,Shanghai,Long Beach,MSC,0.88,2025-07-16T11:19:13.130245,2025-07-31T11:19:13.130245,7,2,15,40GP,False,0.18,0.03,0.0,0.21,False,0,on_time
TRAIN-00324,Shanghai,Long Beach,ONE,0.87,2025-02-08T11:19:13.130252,2025-02-23T11:19:13.130252,2,5,15,20GP,False,0.18,0.15,0.05,0.4,False,0,on_time
TRAIN-00325,Shanghai,Singapore,HMM,0.84,2025-07-25T11:19:13.130259,2025-08-01T11:19:13.130259,7,4,7,45HC,False,0.08,0.03,0.03,0.443,True,79,delayed
TRAIN-00326,Singapore,Jakarta,EVERGREEN,0.86,2025-05-21T11:19:13.130267,2025-05-25T11:19:13.130267,5,2,4,40HC,False,0.1,0.0,0.0,0.14,False,0,on_time
TRAIN-00327,Busan,Los Angeles,MAERSK,0.92,2025-10-19T11:19:13.130274,2025-10-31T11:19:13.130274,10,6,12,40GP,False,0.14,0.12,0.05,0.443,False,0,on_time
TRAIN-00328,Port Klang,Le Havre,ONE,0.87,2025-09-10T11:19:13.130281,2025-10-14T11:19:13.130281,9,2,34,20GP,False,0.26,0.08,0.0,0.36,False,0,on_time
TRAIN-00329,New York,Rotterdam,HMM,0.84,2025-02-19T11:19:13.130288,2025-03-02T11:19:13.130288,2,2,11,45HC,True,0.18,0.15,0.0,0.38,True,46,delayed
TRAIN-00330,Singapore,Rotterdam,EVERGREEN,0.86,2025-08-27T11:19:13.130295,2025-09-28T11:19:13.130295,8,2,32,40HC,True,0.22,0.05,0.0,0.31,True,133,delayed
TRAIN-00331,Shanghai,Los Angeles,MAERSK,0.92,2025-11-13T11:19:13.130302,2025-11-27T11:19:13.130302,11,3,14,40GP,True,0.15,0.1,0.01,0.21,True,24,delayed
TRAIN-00332,Busan,Los Angeles,ONE,0.87,2025-09-27T11:19:13.130309,2025-10-09T11:19:13.130309,9,5,12,40HC,True,0.14,0.08,0.05,0.29,True,24,delayed
TRAIN-00333,Yantian,Felixstowe,EVERGREEN,0.86,2025-05-31T11:19:13.130316,2025-07-08T11:19:13.130316,5,5,38,40GP,False,0.3,0.0,0.05,0.39,False,0,on_time
TRAIN-00334,Yantian,Felixstowe,MAERSK,0.92,2025-03-14T11:19:13.130323,2025-04-21T11:19:13.130323,3,4,38,20GP,True,0.3,0.1,0.03,0.38,True,157,delayed
TRAIN-00335,Shanghai,Hamburg,MSC,0.88,2025-09-12T11:19:13.130331,2025-10-18T11:19:13.130331,9,4,36,45HC,False,0.28,0.08,0.03,0.39,False,0,on_time
TRAIN-00336,Shanghai,Long Beach,HMM,0.84,2025-08-31T11:19:13.130337,2025-09-15T11:19:13.130337,8,6,15,40GP,False,0.18,0.05,0.05,0.33,False,0,on_time
TRAIN-00337,Busan,Los Angeles,MSC,0.88,2025-03-27T11:19:13.130350,2025-04-08T11:19:13.130350,3,3,12,20GP,False,0.14,0.1,0.01,0.25,False,0,on_time
TRAIN-00338,Shanghai,Rotterdam,COSCO,0.9,2025-02-03T11:19:13.130358,2025-03-10T11:19:13.130358,2,0,35,40GP,True,0.25,0.15,0.02,0.568,True,102,delayed
TRAIN-00339,Shanghai,Hamburg,CMA CGM,0.85,2025-03-23T11:19:13.130365,2025-04-28T11:19:13.130365,3,6,36,20GP,False,0.28,0.1,0.05,0.46,False,0,on_time
TRAIN-00340,Shanghai,Long Beach,COSCO,0.9,2025-12-21T11:19:13.130372,2026-01-05T11:19:13.130372,12,6,15,45HC,False,0.18,0.08,0.05,0.29,False,0,on_time
TRAIN-00341,Shanghai,Los Angeles,MAERSK,0.92,2025-10-11T11:19:13.130379,2025-10-25T11:19:13.130379,10,5,14,20GP,False,0.15,0.12,0.05,0.27,False,0,on_time
TRAIN-00342,Los Angeles,Hamburg,HAPAG-LLOYD,0.91,2025-03-08T11:19:13.130386,2025-04-01T11:19:13.130386,3,5,24,20GP,True,0.35,0.1,0.05,0.47,True,75,delayed
TRAIN-00343,Ningbo,Long Beach,HAPAG-LLOYD,0.91,2025-12-23T11:19:13.130394,2026-01-08T11:19:13.130394,12,1,16,40GP,False,0.2,0.08,0.01,0.26,False,0,on_time
TRAIN-00344,Singapore,Jakarta,HMM,0.84,2025-06-23T11:19:13.130403,2025-06-27T11:19:13.130403,6,0,4,40HC,False,0.1,0.0,0.02,0.17,False,0,on_time
TRAIN-00345,Singapore,Jakarta,MSC,0.88,2025-01-31T11:19:13.130410,2025-02-04T11:19:13.130410,1,4,4,45HC,False,0.1,0.05,0.03,0.18,False,0,on_time
TRAIN-00346,New York,Rotterdam,EVERGREEN,0.86,2025-12-11T11:19:13.130417,2025-12-22T11:19:13.130417,12,3,11,40HC,False,0.18,0.08,0.01,0.31,False,0,on_time
TRAIN-00347,Busan,Los Angeles,EVERGREEN,0.86,2025-11-18T11:19:13.130424,2025-11-30T11:19:13.130424,11,1,12,40GP,False,0.14,0.1,0.01,0.29,False,0,on_time
TRAIN-00348,Port Klang,Le Havre,COSCO,0.9,2025-06-07T11:19:13.130431,2025-07-11T11:19:13.130431,6,5,34,40GP,False,0.26,0.0,0.05,0.29,False,0,on_time
TRAIN-00349,Ningbo,Long Beach,MSC,0.88,2025-06-18T11:19:13.130438,2025-07-04T11:19:13.130438,6,2,16,20GP,False,0.2,0.0,0.0,0.2,False,0,on_time
TRAIN-00350,Los Angeles,Hamburg,MAERSK,0.92,2025-02-12T11:19:13.130445,2025-03-08T11:19:13.130445,2,2,24,20GP,False,0.35,0.15,0.0,0.45,True,29,delayed
TRAIN-00351,Busan,Los Angeles,COSCO,0.9,2025-11-17T11:19:13.130452,2025-11-29T11:19:13.130452,11,0,12,45HC,True,0.14,0.1,0.02,0.24,True,25,delayed
TRAIN-00352,Yantian,Seattle,EVERGREEN,0.86,2025-08-08T11:19:13.130459,2025-08-21T11:19:13.130459,8,4,13,45HC,False,0.12,0.05,0.03,0.24,False,0,on_time
TRAIN-00353,Shanghai,Rotterdam,MSC,0.88,2025-10-28T11:19:13.130466,2025-12-02T11:19:13.130466,10,1,35,40HC,False,0.25,0.12,0.01,0.38,False,0,on_time
TRAIN-00354,Yantian,Felixstowe,CMA CGM,0.85,2025-01-24T11:19:13.130473,2025-03-03T11:19:13.130473,1,4,38,40HC,False,0.3,0.05,0.03,0.41,False,0,on_time
TRAIN-00355,Yantian,Seattle,CMA CGM,0.85,2025-11-23T11:19:13.130481,2025-12-06T11:19:13.130481,11,6,13,20GP,False,0.12,0.1,0.05,0.3,False,0,on_time
TRAIN-00356,Shanghai,Singapore,HAPAG-LLOYD,0.91,2025-05-14T11:19:13.130487,2025-05-21T11:19:13.130487,5,2,7,20GP,False,0.08,0.0,0.0,0.322,False,0,on_time
TRAIN-00357,Yantian,Seattle,HAPAG-LLOYD,0.91,2025-11-15T11:19:13.130494,2025-11-28T11:19:13.130494,11,5,13,40GP,False,0.12,0.1,0.05,0.24,False,0,on_time
TRAIN-00358,Yantian,Seattle,CMA CGM,0.85,2025-08-28T11:19:13.130501,2025-09-10T11:19:13.130501,8,3,13,45HC,False,0.12,0.05,0.01,0.367,False,0,on_time
TRAIN-00359,Port Klang,Le Havre,EVERGREEN,0.86,2025-09-18T11:19:13.130508,2025-10-22T11:19:13.130508,9,3,34,40HC,True,0.26,0.08,0.01,0.39,True,168,delayed
TRAIN-00360,Shanghai,Long Beach,EVERGREEN,0.86,2025-09-05T11:19:13.130521,2025-09-20T11:19:13.130521,9,4,15,40GP,False,0.18,0.08,0.03,0.33,True,24,delayed
TRAIN-00361,Port Klang,Le Havre,HAPAG-LLOYD,0.91,2025-12-03T11:19:13.130528,2026-01-06T11:19:13.130528,12,2,34,45HC,False,0.26,0.08,0.0,0.31,True,24,delayed
TRAIN-00362,Port Klang,Le Havre,COSCO,0.9,2025-12-31T11:19:13.130536,2026-02-03T11:19:13.130536,12,2,34,20GP,False,0.26,0.08,0.0,0.588,False,0,on_time
TRAIN-00363,Shanghai,Singapore,HAPAG-LLOYD,0.91,2025-09-08T11:19:13.130543,2025-09-15T11:19:13.130543,9,0,7,40HC,False,0.08,0.08,0.02,0.15,False,0,on_time
TRAIN-00364,Busan,Los Angeles,HMM,0.84,2025-05-11T11:19:13.130552,2025-05-23T11:19:13.130552,5,6,12,20GP,False,0.14,0.0,0.05,0.24,False,0,on_time
TRAIN-00365,Ningbo,Long Beach,MAERSK,0.92,2025-12-17T11:19:13.130559,2026-01-02T11:19:13.130559,12,2,16,40GP,False,0.2,0.08,0.0,0.23,False,0,on_time
TRAIN-00366,Hong Kong,Singapore,MSC,0.88,2025-07-30T11:19:13.130566,2025-08-04T11:19:13.130566,7,2,5,45HC,False,0.07,0.03,0.0,0.1,False,0,on_time
TRAIN-00367,Yantian,Seattle,MSC,0.88,2025-06-25T11:19:13.130573,2025-07-08T11:19:13.130573,6,2,13,40GP,False,0.12,0.0,0.0,0.12,False,0,on_time
TRAIN-00368,Port Klang,Le Havre,EVERGREEN,0.86,2025-10-01T11:19:13.130580,2025-11-04T11:19:13.130580,10,2,34,45HC,True,0.26,0.12,0.0,0.42,True,68,delayed
TRAIN-00369,Hong Kong,Singapore,HAPAG-LLOYD,0.91,2025-09-26T11:19:13.130587,2025-10-01T11:19:13.130587,9,4,5,20GP,False,0.07,0.08,0.03,0.435,False,0,on_time
TRAIN-00370,Shanghai,Hamburg,EVERGREEN,0.86,2025-07-10T11:19:13.130594,2025-08-15T11:19:13.130594,7,3,36,20GP,False,0.28,0.03,0.01,0.36,False,0,on_time
TRAIN-00371,Los Angeles,Hamburg,CMA CGM,0.85,2025-02-21T11:19:13.130601,2025-03-17T11:19:13.130601,2,4,24,20GP,False,0.35,0.15,0.03,0.56,False,0,on_time
TRAIN-00372,Yantian,Seattle,EVERGREEN,0.86,2025-01-18T11:19:13.130608,2025-01-31T11:19:13.130608,1,5,13,40HC,False,0.12,0.05,0.05,0.26,True,42,delayed
TRAIN-00373,Shanghai,Los Angeles,ONE,0.87,2025-09-25T11:19:13.130615,2025-10-09T11:19:13.130615,9,3,14,40HC,False,0.15,0.08,0.01,0.26,False,0,on_time
TRAIN-00374,Los Angeles,Hamburg,MAERSK,0.92,2025-01-19T11:19:13.130623,2025-02-12T11:19:13.130623,1,6,24,40GP,True,0.35,0.05,0.05,0.4,True,72,delayed
TRAIN-00375,Ningbo,Long Beach,ONE,0.87,2025-04-23T11:19:13.130630,2025-05-09T11:19:13.130630,4,2,16,40GP,True,0.2,0.02,0.0,0.24,True,88,delayed
TRAIN-00376,Shanghai,Hamburg,HMM,0.84,2025-12-08T11:19:13.130638,2026-01-13T11:19:13.130638,12,0,36,40HC,True,0.28,0.08,0.02,0.43,True,24,delayed
TRAIN-00377,Port Klang,Le Havre,HAPAG-LLOYD,0.91,2025-05-21T11:19:13.130645,2025-06-24T11:19:13.130645,5,2,34,40HC,True,0.26,0.0,0.0,0.23,True,34,delayed
TRAIN-00378,New York,Rotterdam,MSC,0.88,2025-04-03T11:19:13.130652,2025-04-14T11:19:13.130652,4,3,11,40HC,False,0.18,0.02,0.01,0.21,False,0,on_time
TRAIN-00379,Hong Kong,Singapore,ONE,0.87,2025-08-05T11:19:13.130659,2025-08-10T11:19:13.130659,8,1,5,40GP,False,0.07,0.05,0.01,0.15,False,0,on_time
TRAIN-00380,Shanghai,Long Beach,ONE,0.87,2025-05-18T11:19:13.130666,2025-06-02T11:19:13.130666,5,6,15,40HC,True,0.18,0.0,0.05,0.25,True,159,delayed
TRAIN-00381,Busan,Los Angeles,COSCO,0.9,2025-08-21T11:19:13.130673,2025-09-02T11:19:13.130673,8,3,12,45HC,False,0.14,0.05,0.01,0.18,False,0,on_time
TRAIN-00382,Singapore,Rotterdam,COSCO,0.9,2025-03-17T11:19:13.130679,2025-04-18T11:19:13.130679,3,0,32,45HC,False,0.22,0.1,0.02,0.32,False,0,on_time
TRAIN-00383,Los Angeles,Hamburg,MSC,0.88,2025-07-28T11:19:13.130686,2025-08-21T11:19:13.130686,7,0,24,40HC,False,0.35,0.03,0.02,0.4,False,0,on_time
TRAIN-00384,Singapore,Jakarta,ONE,0.87,2025-11-09T11:19:13.130695,2025-11-13T11:19:13.130695,11,6,4,40GP,False,0.1,0.1,0.05,0.27,False,0,on_time
TRAIN-00385,Shanghai,Hamburg,HAPAG-LLOYD,0.91,2025-07-27T11:19:13.130702,2025-09-01T11:19:13.130702,7,6,36,20GP,False,0.28,0.03,0.05,0.33,True,24,delayed
TRAIN-00386,Shanghai,Los Angeles,MSC,0.88,2025-06-14T11:19:13.130709,2025-06-28T11:19:13.130709,6,5,14,40HC,False,0.15,0.0,0.05,0.2,False,0,on_time
TRAIN-00387,Singapore,Jakarta,CMA CGM,0.85,2025-11-01T11:19:13.130716,2025-11-05T11:19:13.130716,11,5,4,40GP,False,0.1,0.1,0.05,0.28,False,0,on_time
TRAIN-00388,Busan,Los Angeles,EVERGREEN,0.86,2025-10-19T11:19:13.130724,2025-10-31T11:19:13.130724,10,6,12,40GP,False,0.14,0.12,0.05,0.35,False,0,on_time
TRAIN-00389,Shanghai,Rotterdam,HMM,0.84,2025-06-17T11:19:13.130731,2025-07-22T11:19:13.130731,6,1,35,40HC,True,0.25,0.0,0.01,0.31,True,59,delayed
TRAIN-00390,Shanghai,Rotterdam,MAERSK,0.92,2025-08-04T11:19:13.130738,2025-09-08T11:19:13.130738,8,0,35,20GP,False,0.25,0.05,0.02,0.27,False,0,on_time
TRAIN-00391,Hong Kong,Singapore,COSCO,0.9,2026-01-04T11:19:13.130745,2026-01-09T11:19:13.130745,1,6,5,20GP,False,0.07,0.05,0.05,0.15,False,0,on_time
TRAIN-00392,Singapore,Jakarta,CMA CGM,0.85,2025-12-17T11:19:13.130752,2025-12-21T11:19:13.130752,12,2,4,40GP,True,0.1,0.08,0.0,0.21,True,34,delayed
TRAIN-00393,Shanghai,Rotterdam,HMM,0.84,2025-04-08T11:19:13.130759,2025-05-13T11:19:13.130759,4,1,35,45HC,True,0.25,0.02,0.01,0.33,True,115,delayed
TRAIN-00394,Yantian,Seattle,COSCO,0.9,2025-08-03T11:19:13.130766,2025-08-16T11:19:13.130766,8,6,13,45HC,False,0.12,0.05,0.05,0.2,False,0,on_time
TRAIN-00395,Busan,Los Angeles,MSC,0.88,2025-05-06T11:19:13.130773,2025-05-18T11:19:13.130773,5,1,12,40HC,False,0.14,0.0,0.01,0.15,False,0,on_time
TRAIN-00396,Los Angeles,Hamburg,CMA CGM,0.85,2025-12-23T11:19:13.130779,2026-01-16T11:19:13.130779,12,1,24,45HC,False,0.35,0.08,0.01,0.47,True,120,delayed
TRAIN-00397,Shanghai,Hamburg,EVERGREEN,0.86,2025-10-05T11:19:13.130787,2025-11-10T11:19:13.130787,10,6,36,40HC,False,0.28,0.12,0.05,0.748,True,40,delayed
TRAIN-00398,Singapore,Rotterdam,COSCO,0.9,2025-03-05T11:19:13.130794,2025-04-06T11:19:13.130794,3,2,32,40GP,True,0.22,0.1,0.0,0.3,True,47,delayed
TRAIN-00399,Shanghai,Hamburg,HMM,0.84,2025-09-24T11:19:13.130802,2025-10-30T11:19:13.130802,9,2,36,40GP,False,0.28,0.08,0.0,0.41,False,0,on_time
TRAIN-00400,Yantian,Seattle,COSCO,0.9,2025-05-23T11:19:13.130815,2025-06-05T11:19:13.130815,5,4,13,40GP,False,0.12,0.0,0.03,0.415,False,0,on_time
TRAIN-00401,Ningbo,Long Beach,COSCO,0.9,2026-01-04T11:19:13.130824,2026-01-20T11:19:13.130824,1,6,16,45HC,False,0.2,0.05,0.05,0.28,False,0,on_time
TRAIN-00402,Singapore,Rotterdam,ONE,0.87,2025-05-21T11:19:13.130830,2025-06-22T11:19:13.130830,5,2,32,40GP,False,0.22,0.0,0.0,0.24,False,0,on_time
TRAIN-00403,Singapore,Rotterdam,HMM,0.84,2025-07-02T11:19:13.130837,2025-08-03T11:19:13.130837,7,2,32,40GP,False,0.22,0.03,0.0,0.3,False,0,on_time
TRAIN-00404,Port Klang,Le Havre,HAPAG-LLOYD,0.91,2025-06-12T11:19:13.130844,2025-07-16T11:19:13.130844,6,3,34,40HC,False,0.26,0.0,0.01,0.24,False,0,on_time
TRAIN-00405,Hong Kong,Singapore,MAERSK,0.92,2025-05-11T11:19:13.130851,2025-05-16T11:19:13.130851,5,6,5,40GP,False,0.07,0.0,0.05,0.07,False,0,on_time
TRAIN-00406,New York,Rotterdam,EVERGREEN,0.86,2025-06-29T11:19:13.130858,2025-07-10T11:19:13.130858,6,6,11,40HC,False,0.18,0.0,0.05,0.27,False,0,on_time
TRAIN-00407,Shanghai,Singapore,CMA CGM,0.85,2025-03-16T11:19:13.130866,2025-03-23T11:19:13.130866,3,6,7,40GP,False,0.08,0.1,0.05,0.26,True,24,delayed
TRAIN-00408,Singapore,Jakarta,EVERGREEN,0.86,2025-03-16T11:19:13.130873,2025-03-20T11:19:13.130873,3,6,4,40HC,False,0.1,0.1,0.05,0.452,False,0,on_time
TRAIN-00409,Yantian,Felixstowe,COSCO,0.9,2025-05-07T11:19:13.130880,2025-06-14T11:19:13.130880,5,2,38,40GP,False,0.3,0.0,0.0,0.28,False,0,on_time
TRAIN-00410,New York,Rotterdam,HMM,0.84,2025-01-05T11:19:13.130887,2025-01-16T11:19:13.130887,1,6,11,45HC,False,0.18,0.05,0.05,0.33,True,24,delayed
TRAIN-00411,Shanghai,Rotterdam,MAERSK,0.92,2025-12-25T11:19:13.130894,2026-01-29T11:19:13.130894,12,3,35,40GP,False,0.25,0.08,0.01,0.29,False,0,on_time
TRAIN-00412,Shanghai,Rotterdam,HAPAG-LLOYD,0.91,2025-05-16T11:19:13.130901,2025-06-20T11:19:13.130901,5,4,35,20GP,False,0.25,0.0,0.03,0.25,False,0,on_time
TRAIN-00413,Shanghai,Rotterdam,HAPAG-LLOYD,0.91,2025-04-01T11:19:13.130908,2025-05-06T11:19:13.130908,4,1,35,45HC,False,0.25,0.02,0.01,0.25,False,0,on_time
TRAIN-00414,Shanghai,Singapore,MAERSK,0.92,2025-12-14T11:19:13.130914,2025-12-21T11:19:13.130914,12,6,7,40GP,True,0.08,0.08,0.05,0.366,True,105,delayed
TRAIN-00415,Los Angeles,Hamburg,EVERGREEN,0.86,2025-11-01T11:19:13.130922,2025-11-25T11:19:13.130922,11,5,24,20GP,False,0.35,0.1,0.05,0.54,True,24,delayed
TRAIN-00416,Yantian,Felixstowe,HAPAG-LLOYD,0.91,2025-06-20T11:19:13.130929,2025-07-28T11:19:13.130929,6,4,38,45HC,False,0.3,0.0,0.03,0.3,False,0,on_time
TRAIN-00417,Singapore,Jakarta,ONE,0.87,2025-03-06T11:19:13.130936,2025-03-10T11:19:13.130936,3,3,4,45HC,False,0.1,0.1,0.01,0.469,False,0,on_time
TRAIN-00418,Singapore,Rotterdam,ONE,0.87,2025-07-20T11:19:13.130944,2025-08-21T11:19:13.130944,7,6,32,45HC,False,0.22,0.03,0.05,0.32,False,0,on_time
